Sales,Quantity,Profit,Discount,Region,State,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name
15.07,3,4.1448,0.2,East,Ohio,702,CA-2018-114552,9/2/2018 12:00:00 AM,9/8/2018 12:00:00 AM,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Cleveland,44105,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy"
883.91,5,-110.49,0.2,East,New York,709,CA-2015-112158,12/2/2015 12:00:00 AM,12/4/2015 12:00:00 AM,First Class,DP-13165,David Philippe,Consumer,United States,New York City,10035,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases
46.71,8,15.768,0.2,East,New York,710,CA-2015-112158,12/2/2015 12:00:00 AM,12/4/2015 12:00:00 AM,First Class,DP-13165,David Philippe,Consumer,United States,New York City,10035,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
103.05,3,24.4758,0.2,East,Ohio,718,CA-2018-108910,9/24/2018 12:00:00 AM,9/29/2018 12:00:00 AM,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Newark,43055,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"
129.91,5,21.112,0.2,East,Pennsylvania,724,CA-2015-117429,10/7/2015 12:00:00 AM,10/13/2015 12:00:00 AM,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,19140,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
13.12,3,4.2666,0.2,East,New York,759,CA-2018-117240,7/23/2018 12:00:00 AM,7/28/2018 12:00:00 AM,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,10009,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders
32.75,7,3.6855,0.2,East,Ohio,777,CA-2015-165974,6/29/2015 12:00:00 AM,7/6/2015 12:00:00 AM,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,45231,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
47.98,2,0.5998,0.2,East,Ohio,785,US-2016-157014,10/3/2016 12:00:00 AM,10/6/2016 12:00:00 AM,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,43229,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000
5.34,1,1.8704,0.2,East,Pennsylvania,817,CA-2017-149370,9/15/2017 12:00:00 AM,9/19/2017 12:00:00 AM,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,19140,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968
41.47,8,14.5152,0.2,East,Pennsylvania,818,CA-2015-140858,6/28/2015 12:00:00 AM,7/2/2015 12:00:00 AM,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,19140,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995
335.51,4,117.432,0.2,East,Pennsylvania,822,CA-2015-140858,6/28/2015 12:00:00 AM,7/2/2015 12:00:00 AM,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,19140,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941
186.04,4,9.3024,0.2,East,New York,842,CA-2016-100454,11/20/2016 12:00:00 AM,11/25/2016 12:00:00 AM,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,10035,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases
48.89,4,8.5568,0.2,East,Ohio,849,CA-2018-107503,1/1/2018 12:00:00 AM,1/6/2018 12:00:00 AM,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Lorain,44052,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black"
15.93,4,5.1792,0.2,East,Pennsylvania,868,CA-2017-134362,9/29/2017 12:00:00 AM,10/2/2017 12:00:00 AM,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,19140,OFF-LA-10004853,Office Supplies,Labels,Avery 483
106.34,7,37.2204,0.2,East,New York,874,CA-2015-148488,12/10/2015 12:00:00 AM,12/15/2015 12:00:00 AM,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,10009,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back
68.47,3,23.1093,0.2,East,New York,880,CA-2018-111689,11/30/2018 12:00:00 AM,12/2/2018 12:00:00 AM,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,10024,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder'
51.31,3,18.6006,0.2,East,New York,891,CA-2018-132934,6/20/2018 12:00:00 AM,6/26/2018 12:00:00 AM,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New Rochelle,10801,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock
323.13,4,12.1176,0.2,East,New York,907,CA-2018-143259,12/30/2018 12:00:00 AM,1/3/2019 12:00:00 AM,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,10009,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled"
52.77,3,19.791,0.2,East,New York,909,CA-2018-143259,12/30/2018 12:00:00 AM,1/3/2019 12:00:00 AM,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,10009,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders
841.56,2,294.5488,0.2,East,New York,925,CA-2017-149797,9/15/2017 12:00:00 AM,9/20/2017 12:00:00 AM,Standard Class,AH-10075,Adam Hart,Corporate,United States,New York City,10011,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine
15.55,3,5.4432,0.2,East,Pennsylvania,926,CA-2015-132962,9/13/2015 12:00:00 AM,9/16/2015 12:00:00 AM,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,19143,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985
14.59,3,2.5536,0.2,East,Ohio,930,CA-2018-144932,4/14/2018 12:00:00 AM,4/17/2018 12:00:00 AM,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,43615,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters
89.85,3,21.3408,0.2,East,Ohio,931,CA-2018-144932,4/14/2018 12:00:00 AM,4/17/2018 12:00:00 AM,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,43615,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"
13.87,3,5.0286,0.2,East,Ohio,932,CA-2018-144932,4/14/2018 12:00:00 AM,4/17/2018 12:00:00 AM,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,43615,OFF-PA-10004971,Office Supplies,Paper,Xerox 196
12.19,3,4.1148,0.2,East,Pennsylvania,933,CA-2018-114216,9/2/2018 12:00:00 AM,9/6/2018 12:00:00 AM,Standard Class,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,19140,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"
45.05,8,15.2064,0.2,East,Pennsylvania,934,CA-2017-140081,6/20/2017 12:00:00 AM,6/24/2017 12:00:00 AM,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,19120,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page"
15.55,3,5.4432,0.2,East,Pennsylvania,936,CA-2017-140081,6/20/2017 12:00:00 AM,6/24/2017 12:00:00 AM,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,19120,OFF-PA-10001870,Office Supplies,Paper,Xerox 202
447.69,2,33.5772,0.2,East,Pennsylvania,937,CA-2017-140081,6/20/2017 12:00:00 AM,6/24/2017 12:00:00 AM,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,19120,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
516.48,7,-12.9122,0.2,East,Pennsylvania,948,US-2018-110576,11/28/2018 12:00:00 AM,12/2/2018 12:00:00 AM,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,19120,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
1007.23,6,75.5424,0.2,East,Pennsylvania,949,US-2018-110576,11/28/2018 12:00:00 AM,12/2/2018 12:00:00 AM,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,19120,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
15.55,3,5.4432,0.2,East,Pennsylvania,951,US-2018-110576,11/28/2018 12:00:00 AM,12/2/2018 12:00:00 AM,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,19120,OFF-PA-10000788,Office Supplies,Paper,Xerox 210
25.34,6,7.92,0.2,East,Pennsylvania,952,US-2018-110576,11/28/2018 12:00:00 AM,12/2/2018 12:00:00 AM,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,19120,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
25.47,4,7.6416,0.2,East,Pennsylvania,953,CA-2018-131156,4/3/2018 12:00:00 AM,4/7/2018 12:00:00 AM,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,19143,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings
127.1,6,28.5984,0.2,East,Pennsylvania,971,CA-2015-115791,1/16/2015 12:00:00 AM,1/18/2015 12:00:00 AM,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,19134,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame
30.07,3,10.1493,0.2,East,Pennsylvania,974,CA-2015-115791,1/16/2015 12:00:00 AM,1/18/2015 12:00:00 AM,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,19134,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels
75.79,3,25.5798,0.2,East,New York,976,US-2018-103247,10/5/2018 12:00:00 AM,10/8/2018 12:00:00 AM,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,10011,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders
14.62,2,5.484,0.2,East,New York,992,CA-2017-110023,9/9/2017 12:00:00 AM,9/11/2017 12:00:00 AM,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,10024,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders
6.2,2,2.1728,0.2,East,Pennsylvania,1024,CA-2016-167269,6/16/2016 12:00:00 AM,6/20/2016 12:00:00 AM,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,19134,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes
15.55,3,5.4432,0.2,East,Ohio,1026,CA-2017-126529,1/11/2017 12:00:00 AM,1/13/2017 12:00:00 AM,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,45503,OFF-PA-10001166,Office Supplies,Paper,Xerox 2
63.31,3,20.5764,0.2,East,Ohio,1027,CA-2017-126529,1/11/2017 12:00:00 AM,1/13/2017 12:00:00 AM,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,45503,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935
15.69,3,5.1012,0.2,East,Ohio,1034,CA-2017-109820,11/20/2017 12:00:00 AM,11/22/2017 12:00:00 AM,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,45231,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes
722.35,3,90.294,0.2,East,New York,1043,CA-2017-102981,9/6/2017 12:00:00 AM,9/9/2017 12:00:00 AM,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,10035,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
168.46,2,-29.4812,0.2,East,Pennsylvania,1051,US-2016-153500,7/3/2016 12:00:00 AM,7/5/2016 12:00:00 AM,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,19134,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
6.71,2,2.436,0.2,East,Pennsylvania,1052,US-2016-153500,7/3/2016 12:00:00 AM,7/5/2016 12:00:00 AM,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,19134,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
282.88,9,56.5776,0.2,East,Pennsylvania,1053,US-2016-153500,7/3/2016 12:00:00 AM,7/5/2016 12:00:00 AM,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,19134,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock"
82.34,3,27.7911,0.2,East,New York,1056,CA-2016-110667,4/4/2016 12:00:00 AM,4/8/2016 12:00:00 AM,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,10009,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
9.08,4,3.2944,0.2,East,New York,1057,CA-2016-110667,4/4/2016 12:00:00 AM,4/8/2016 12:00:00 AM,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,10009,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders
4.41,3,1.6008,0.2,East,Pennsylvania,1060,CA-2017-105284,11/24/2017 12:00:00 AM,12/1/2017 12:00:00 AM,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,19143,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips
45.21,3,4.5216,0.2,East,Ohio,1062,CA-2016-161263,4/16/2016 12:00:00 AM,4/21/2016 12:00:00 AM,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,43615,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
10.41,7,-2.2134,0.2,East,Ohio,1063,CA-2016-161263,4/16/2016 12:00:00 AM,4/21/2016 12:00:00 AM,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,43615,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack"
7.87,3,1.2792,0.2,East,Ohio,1064,CA-2016-161263,4/16/2016 12:00:00 AM,4/21/2016 12:00:00 AM,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,43615,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils
1.44,1,0.2353,0.2,East,Ohio,1066,CA-2016-161263,4/16/2016 12:00:00 AM,4/21/2016 12:00:00 AM,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,43615,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins
8.64,2,3.024,0.2,East,New York,1073,CA-2018-106943,11/14/2018 12:00:00 AM,11/19/2018 12:00:00 AM,Standard Class,FO-14305,Frank Olsen,Consumer,United States,New York City,10035,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips
124.6,4,-23.364,0.2,East,Pennsylvania,1134,US-2017-134908,6/5/2017 12:00:00 AM,6/9/2017 12:00:00 AM,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,19134,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
7.56,3,2.646,0.2,East,Pennsylvania,1135,US-2017-134908,6/5/2017 12:00:00 AM,6/9/2017 12:00:00 AM,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,19134,OFF-LA-10000973,Office Supplies,Labels,Avery 502
8.35,6,1.2528,0.2,East,Ohio,1152,CA-2016-113971,5/8/2016 12:00:00 AM,5/14/2016 12:00:00 AM,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,44221,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke"
125.76,3,40.872,0.2,East,New York,1164,CA-2015-127964,3/3/2015 12:00:00 AM,3/8/2015 12:00:00 AM,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,10035,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers
25.32,5,9.1785,0.2,East,New York,1165,CA-2015-127964,3/3/2015 12:00:00 AM,3/8/2015 12:00:00 AM,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,10035,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
50.11,6,16.2864,0.2,East,New York,1175,CA-2016-132080,8/22/2016 12:00:00 AM,8/25/2016 12:00:00 AM,First Class,DP-13105,Dave Poirier,Corporate,United States,New York City,10035,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
9.14,3,3.2004,0.2,East,New York,1208,CA-2017-137050,7/14/2017 12:00:00 AM,7/18/2017 12:00:00 AM,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,10009,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders
8.54,2,2.8836,0.2,East,New York,1211,CA-2017-137050,7/14/2017 12:00:00 AM,7/18/2017 12:00:00 AM,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,10009,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones
579.13,4,21.7176,0.2,East,New York,1212,CA-2017-137050,7/14/2017 12:00:00 AM,7/18/2017 12:00:00 AM,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,10009,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
4.67,1,1.5768,0.2,East,Pennsylvania,1216,US-2018-118087,9/9/2018 12:00:00 AM,9/13/2018 12:00:00 AM,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,19134,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack"
95.87,3,28.764,0.2,East,Pennsylvania,1217,US-2018-118087,9/9/2018 12:00:00 AM,9/13/2018 12:00:00 AM,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,19134,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse
17.02,2,1.7024,0.2,East,Pennsylvania,1218,US-2018-118087,9/9/2018 12:00:00 AM,9/13/2018 12:00:00 AM,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,19134,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
258.69,3,64.674,0.2,East,Pennsylvania,1219,US-2018-118087,9/9/2018 12:00:00 AM,9/13/2018 12:00:00 AM,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,19134,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System
1.72,1,0.6048,0.2,East,New York,1225,CA-2017-126004,12/4/2017 12:00:00 AM,12/5/2017 12:00:00 AM,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,10024,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
398.35,3,124.485,0.2,East,New York,1243,US-2017-162859,2/15/2017 12:00:00 AM,2/22/2017 12:00:00 AM,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,10009,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine
5.24,2,0.5904,0.2,East,Pennsylvania,1254,CA-2018-144638,3/10/2018 12:00:00 AM,3/14/2018 12:00:00 AM,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,19013,OFF-AR-10003958,Office Supplies,Art,Newell 337
6.69,1,0.5022,0.2,East,Pennsylvania,1256,CA-2018-144638,3/10/2018 12:00:00 AM,3/14/2018 12:00:00 AM,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,19013,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps
43.87,2,11.5164,0.2,East,Pennsylvania,1257,CA-2018-144638,3/10/2018 12:00:00 AM,3/14/2018 12:00:00 AM,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,19013,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
17.47,3,6.3336,0.2,East,New York,1263,CA-2018-105053,7/7/2018 12:00:00 AM,7/9/2018 12:00:00 AM,Second Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,11561,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders
12.19,4,4.1148,0.2,East,New York,1289,CA-2017-154711,11/22/2017 12:00:00 AM,11/26/2017 12:00:00 AM,Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,10009,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
14.19,1,3.3725,0.2,East,Pennsylvania,1318,CA-2018-157651,12/10/2018 12:00:00 AM,12/14/2018 12:00:00 AM,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,19120,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB
285.55,2,35.694,0.2,East,Ohio,1322,CA-2018-167703,2/3/2018 12:00:00 AM,2/8/2018 12:00:00 AM,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,45231,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
51.07,6,5.1072,0.2,East,Pennsylvania,1327,CA-2016-120439,6/14/2016 12:00:00 AM,6/18/2016 12:00:00 AM,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,19120,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
27.44,2,2.401,0.2,East,Ohio,1332,CA-2018-127705,6/2/2018 12:00:00 AM,6/6/2018 12:00:00 AM,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,44052,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box
123.25,7,9.2442,0.2,East,Pennsylvania,1361,CA-2018-125199,10/19/2018 12:00:00 AM,10/25/2018 12:00:00 AM,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,19120,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener
23.68,4,7.4,0.2,East,Pennsylvania,1362,CA-2018-125199,10/19/2018 12:00:00 AM,10/25/2018 12:00:00 AM,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,19120,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5"""
17.21,4,6.0256,0.2,East,New York,1397,CA-2017-124485,11/24/2017 12:00:00 AM,11/26/2017 12:00:00 AM,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,10035,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
419.39,5,146.79,0.2,East,Ohio,1404,US-2017-161396,4/19/2017 12:00:00 AM,4/25/2017 12:00:00 AM,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,43229,OFF-PA-10000418,Office Supplies,Paper,Xerox 189
10.3,1,-2.1896,0.2,East,Pennsylvania,1405,US-2015-118486,4/6/2015 12:00:00 AM,4/8/2015 12:00:00 AM,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,19143,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener
116.78,2,21.897,0.2,East,Pennsylvania,1407,US-2015-118486,4/6/2015 12:00:00 AM,4/8/2015 12:00:00 AM,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,19143,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
334.76,7,108.7996,0.2,East,New York,1414,CA-2015-146640,6/30/2015 12:00:00 AM,7/5/2015 12:00:00 AM,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,10024,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers
31.1,6,10.8864,0.2,East,Ohio,1436,CA-2018-106852,6/20/2018 12:00:00 AM,6/27/2018 12:00:00 AM,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,44134,OFF-PA-10001639,Office Supplies,Paper,Xerox 203
5.24,2,0.5904,0.2,East,Ohio,1437,CA-2018-106852,6/20/2018 12:00:00 AM,6/27/2018 12:00:00 AM,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,44134,OFF-AR-10003829,Office Supplies,Art,Newell 35
6.84,2,0.5992,0.2,East,Pennsylvania,1472,US-2016-161466,9/24/2016 12:00:00 AM,9/27/2016 12:00:00 AM,Second Class,ON-18715,Odella Nelson,Corporate,United States,Philadelphia,19120,OFF-AR-10000634,Office Supplies,Art,Newell 320
17.71,3,6.4206,0.2,East,New York,1476,CA-2017-113138,11/19/2017 12:00:00 AM,11/25/2017 12:00:00 AM,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,14304,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs
5.04,2,1.764,0.2,East,Pennsylvania,1490,CA-2015-136280,11/29/2015 12:00:00 AM,12/6/2015 12:00:00 AM,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,19143,OFF-LA-10000452,Office Supplies,Labels,Avery 488
17.87,3,5.5875,0.2,East,New York,1507,CA-2018-154935,12/24/2018 12:00:00 AM,12/29/2018 12:00:00 AM,Standard Class,AR-10540,Andy Reiter,Consumer,United States,New York City,10024,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""
4.16,2,0.364,0.2,East,Pennsylvania,1527,CA-2017-122392,7/22/2017 12:00:00 AM,7/27/2017 12:00:00 AM,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,18103,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils
11.64,2,3.3488,0.2,East,Pennsylvania,1528,CA-2017-122392,7/22/2017 12:00:00 AM,7/27/2017 12:00:00 AM,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,18103,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange"
8.32,5,2.288,0.2,East,Ohio,1542,CA-2015-166884,3/11/2015 12:00:00 AM,3/16/2015 12:00:00 AM,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,43229,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories
10.46,6,1.7004,0.2,East,Ohio,1543,CA-2015-166884,3/11/2015 12:00:00 AM,3/16/2015 12:00:00 AM,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,43229,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins
1573.48,7,196.686,0.2,East,New York,1546,CA-2015-150245,12/31/2015 12:00:00 AM,1/4/2016 12:00:00 AM,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Watertown,13601,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"
